Label,Label2,Text,Predictions
負面,稍微負面,之/銘言/引述/胖胖/哈士奇/之/銘言/很/簡單/的/邏輯/帶頭/反/服貿/的/衝組/意外/成功/佔領/立法院/之後/自己/內部/開會/決定/後/對/外/宣布/是/定調/反/黑箱/退回/重審/這/就/說明/了/連/當時/的/他們/都/認為/支持/反/黑箱/的/人/比較/多所以/才/用/這/個/口號/希望/更/能/引起/社會/共鳴/九/年/後/出來/推翻/自己/然後/去/怪/一/個/從頭到尾/都/沒/變/的/人/背離/了/年輕人/這/真的/很/屌/先/說/我/當年/是/反/太陽花/的/連/我/當年/都/知道/反/黑箱/只/是/幌子/實際/上/就/是/反/服貿/反中/當年/太陽花/還/沒/出來/的/時候/就/一/堆/產業/出來/對/服貿/提出/很多/疑慮/尤其/是/出版業/但/社會/大眾/根本/不/知道/服貿/是/三/小/也/不/太/在意/所以/才/可以/半/分鐘/通過/要不是/太陽花/大概/的/人/都/不/知道/有/服貿/這/個/東西/糊裡糊塗/就/通過/了/現在/回頭/想想/好險/有/太陽花/要不然/台灣/經濟/大概/會/跟/中國/一起/下去/?/太陽花/只是/單純/在/反/黑箱/要馬/就/是/根本/當初/沒/參與/過/要/馬/就/是/在/騙/自己/你/沒/發現/你/的/內文/跟/我/的/文章/是/完全/不/衝突/甚至/邏輯/一致/的/嗎/就是/因為/社會/大眾/的/人/不/知道/服貿/是/三/小/或者/有/服貿/這/個/東西/這邊/我/覺得/你/誇大/了/當時/應該/是/很多/人/都/知道/有/服貿/但/不一定/知道/細節/好壞/所以/才/不用/反/服貿/做/口號/因為/多數/人/根本/不/懂/無法/喚起/共鳴/改/採用/反/黑箱/做/口號/藉/此/激起/社會/更/大/共鳴/呼應/三/分鐘/跟/洪仲丘/就/連/當時/民進黨/都/是/反/黑箱/不/反/服貿/參考/最近/被/挖出來/的/蘇貞昌/影片/這/就/是/邱顯智/說/的/手段/跟/目的/不/衝突/用/反/黑箱/包裝/反/服貿/然後/事/隔/多/年/才/挖出來/硬是/要/把/太陽花/運動/切割成/反/服貿/跟/反/黑箱/兩/邊/其實/就/是/操弄/選舉/啦/更/進一步/講/其實/這/個/國政/白皮書/五月/就/洩漏/了/當時/也/有/新聞/但/沒/炒起來/六月/底/柯文哲/意外/站上/第二/名/才/把/這/件/事情/拿出來/重/炒/講/得/好像/是/柯文哲/主動/提出/要/重啟/服貿/或是/丟出/這/個/話題/爭取/聲量/這/就/是/綠營/認知/作戰/厲害/的/地方,[0.27920514 0.72079486]
負面,稍微負面,新聞/網址/新聞/來源/完整/新聞/標題/郭台銘/操盤/手/嗆/阿侯/退選/侯友宜/哎/唷/沒/聽/過/這/件/事/完整/新聞/內容/鴻海/創辦人/郭台銘/近日/動作/頻頻/傳出/其/操盤手/前/立委/林炳坤/打電話/給/國民黨/前/黨/秘書長/李乾龍/放話/叫/阿侯/退選/啦/企圖/逼退/侯友宜/對/此/傳聞/侯友宜/今日/對/此/驚呼/一/聲/哎/唷/強調/沒/聽/過/此/事/四兩/撥/千斤/化解/謠言/稍早/黨主席/朱立倫/也/回應/第一/次/聽到/這/個/消息/並稱/林跟侯/其實/是/好朋友/隨著/侯友宜/民調/疲軟/郭台銘/動作/跟著/不斷/據傳/月底/挺/郭/人士/聚集/郭家/密會/會議/一/結束/郭營操/盤手/前/立委/林炳坤/就/打給/與/侯/關係/密切/的/國民黨/前/秘書長/李乾龍/放話/叫/阿侯/退選/啦/林炳坤/也/嗆/啊/你們/民調/一直/起/不/來/到底/要/怎麼/選/侯友宜/今/出席/鳳鳴/朝陽/萬眾/一心/總統/暨/立委/參選人/造勢/大會會/後/被/問及/前述/謠言侯/對/此/驚呼/一/聲/哎/唷/接著/說/我/怎麼/沒有/聽/過/這/件/事侯/並/笑說/我/跟/乾龍/兄/也/蠻/熟/的/啊/用/四/兩/撥/千/斤/的/方式/談笑/間/化解/謠言/對於/林炳坤/致電/李乾龍/叫/阿侯/退選/啦/朱立倫/今/聽聞/後/也/是/一愣/表示/前天/才/在/高雄/跟/林/聊/了/很多/林/非常/關心/國民黨/怎麼/團結/勝選/朱/強調/林炳坤/跟/侯友宜/也/是/好朋友/我/第一/次/聽到/這/個/消息/之前/還/在/林/的/家/裡/聊/了/很多/附註/心得/想法/唉唷/你/臉紅/啦/郭台銘/團隊/越來越/兇/了/下/各/種/猛藥/有/政策/有/氣勢/有錢錢/有/人脈/侯侯/會/被/郭/打趴/嗎,[0.38395607 0.6160439 ]
負面,非常負面,新聞/網址/新聞/來源/中天/新聞/完整/新聞/標題/影藍/憂心/侯友宜/選情/朱立倫/蔣萬安/昔民/調第/照樣/逆轉/勝/完整/新聞/內容/國民黨/主席/朱立倫/日/在/挺/侯友宜/誓師/大會/替/北市/立委/參選人/站台/談到/當前/藍軍/對/總統/參選人/侯友宜/選情/的/焦慮/他/提到/去年/月/台北/市長/蔣萬安/民調/也/是第/最後/在/大家/努力/下/勝選/團隊/會/重新/檢討/後/再/出發/也/力挺/侯友宜/代表/的/正當性/強調/徵召/過程/公平/公正/都/可以/經得起/考驗/朱立倫/表示/去年/月/蔣萬安/民調/落居/第/市/黨部/主委/黃呂錦茹/飽受/批判/他/也/每/天/收到/一/堆/抱怨/但/大家/都/對/蔣萬安/有/信心/選前/之/夜/更/在/大雨/中/堅挺/到/到底/最後/催出/選票/讓/蔣萬安/順利/當選/這/次/選戰/是/中華民國/戰爭/與/和平/的/關鍵/國民黨/一定/要/贏下/架/民進黨/絕/不/能/讓/台獨/金孫/帶/台灣/走向/滅亡/國民黨/自/徵召/以來/爭議/不斷/近日/侯友宜/民調/低迷/更/出現/換侯/聲音/朱立倫/強調/徵召/過程/公平/公正/都/可以/經得起/考驗/即使/每/次/選舉/都/會/有/不同/聲音/但/團隊/一定/要/團結/努力/打拼/朱立倫/坦言/侯友宜/這/個/多/月/確實/碰到/困難/不僅/烏龍/疑似/餵/藥案/被/民進黨/造謠/攻擊/許久/內部/整合/也/有/些/問題/但/球賽/第/局/打/不/好/檢討/現在/已經/找回/有/選舉/經驗/的/優秀/戰將/現在/台北隊/準備好/了/相信/接下來/藍軍/的/每/一/隊/都/會/準備好/附註/心得/想法/朱立倫/針對/侯友宜/民調/落後/為/藍營/支持/者/信心/喊話/並/表示/蔣萬安/昔民/調第/照樣/逆轉/勝/不過/這/次/對手/是/賴清德/不/是/陳時中/不會/自己/拍/一/個/偷窺/影片/自爆/而且/當時/的/黃珊珊/也/只是/柯/師傅/的/傳人/這/次/是/柯/師傅/御駕/親征/猴猴/沒有/樂觀/的/本錢/換侯/不一定/會/贏/但/不/換/一定/輸/朱/立席/就/別/再/自己/騙/自己/了/字/心得/備註/新聞/轉錄/舊聞/及/轉錄/他方/內容/之/文章/每/日/發/文數/總/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度,[0.04960086 0.95039916]
負面,稍微負面,剛/看/民調/分析/除了/花東/一直/是/國民黨/的/小/花園/南部/更/是/民進黨/的/死忠/西瓜田/這些/都/小學/常識/但/為什麼/柯能/在/中彰投/領先/在/台北/干/八/年/北部/領先/不/意外/桃竹苗/有/高虹安/外溢/效應/可/解釋/但/柯文哲/跟/民眾黨/在/中部/應該/沒/深耕/吧/哪來/的/民意/支持/這/其中/會不會/有/秘密/有/沒/有/中部/鄉親/可以/分享/一下,[0.12313693 0.87686306]
正面,非常正面,老馬/就是/知道/不/走/黑箱/服貿/根本/過不了/才/需要/這樣/偷送/啊/如果/是/有利於/國家/的/協議/還/需要/黑箱/當年/上/街頭/的/人/自己/心知肚明/服貿/就/是/不能/過/的/東西/換/概念/也/不/是/這麼/噁心/的/吧,[0.9984281 0.0015719]
負面,稍微負面,搭/車/通勤/的/有/便宜/的/月票/開車/通勤/的/人/呢/相對/剝奪感/很/重耶/開車族/不/是/人/既然/執政黨/都/要/政策/補助/了/幹嘛/不/做/到底/加油/月票/停車/月票/高速/路月票/這些/都/是/開車/通勤/很/需要/的/建議/可以/推出來/政策/買票/不過/我/還是/不會/投賴/缺德,[0.2939097  0.70609033]
正面,非常正面,這/個/是/你/不/懂/這/叫/未雨綢繆/先/適應/阿北/上台/後/開放/服貿/的/世界/首先/服貿/不會/讓/中國/端盤仔/過來/這/要/先/說清楚/但/會/讓/中國/主管級/過來/要/出資/才/可以/簡單/來/說/開放/服貿/的/世界線/會/被/分成/兩/條/我們/這些/科技/金融業/的/老闆/主管/是/台灣人/等級/比較/高/的/外商仔/老闆/是/高加索/人人/服務業仔/的/老闆/主管/是/中國人/給/中國人/管/你/就/是/的/邏輯/跟/中國/說/不惜/一切/代價/的/時候/一樣/人民/就/是/代價/你/就/是/所以/館長/錯/在/哪/給/你/大夜班/四萬/後來/阿北/上台/推/服貿/你/還要/變成/不如/一/開始/就/啦,[0.9639461  0.03605384]
正面,非常正面,黃國昌/是/時力/的/精神/領袖/黃國昌/這/次/要/跟/館長/在/辦/遊行/可是/怎麼/沒/看到/時代/力量/黨員/相挺/啊/難道/時力/都/不/認同/黃國昌/的/遊行/訴求/嗎/這/種/政黨/待/了/還/有/什麼/意思/感覺/好像/民進黨/高嘉瑜/一樣/被/其他/同黨/同志/討厭/跟/排擠/時力/的/黨性/就/已經/定調成/這樣/了/個人/有/個/挺/民進黨/還/有/另外/一/個/是/不/敢/反/民進黨/黃國昌/還/繼續/待/下去/有/什麼/意思/自己/在/那邊/推遊行/結果/沒/一/個/在野黨/在/挺/這/遊行/訴求/怎麼/那麼/慘,[0.95770663 0.04229341]
負面,稍微負面,這/很/容易/破解/柯/老大/的/支持/都/是/高學歷/知識/份子/支持/民進黨/的/都/是/柯/老大/這/種/高智商/支持/者/認定/選民/結構/變/了/民進黨/支持/者/剩/中年/低/學歷/低收入/所以/之後/去/就診/時/首先/不/是/先/說/自已/的/症狀/是/先/問/一下/醫生/是否/支持/柯/老大/不然/看下去/心/裡/也/不/踏實/吧/還不如/退掛/一/家/一/家/問問到/支持/柯/老大/的/醫生/我/想/應該/很/容易/的/引述/保境/安民/之/銘言/如題/相關/新聞/報導/查詢/了/一下/醫師/公會/算是/歷史/很/悠久/而且/組織/龐大/的/公會/影響力/自然/大/而且/這/次/的/公開/宣示/還/宣稱/號召/約/個/團體/共/上千/人/影響力/就/更/可觀/了/查/了/一下/歷屆/理事長/的/名錄/之前/理事長/有/蘇清泉/藍營/的/輸給/潘孟安/再/來/是/邱泰源/綠/的/不/分區/立委/再/來/就/是/現任/的/周慶明/真/奇怪/同樣/是/醫師/為什麼/醫師/不/願/挺/某/個/地下室/爬出來/的/非得/要/挺/賴明明/黨名/也/是/剽竊/自/醫師/蔣渭水/依然/無法/吸引/醫師/相挺/嗎/該/不會/這/個/地下室/的/其實/做人/很/顧/人怨/吧/嘻,[0.12632568 0.8736744 ]
負面,非常負面,含淚/復活/長期/持續/更新/之/銘言/我/覺得/當年/一/個/太陽花/現在/各自/表述/這樣/沒有/辦法/有/一/個/討論/的/依據/為了/挖出/真相/是/什麼/必需/先/問/反/服貿/代表/什麼/目前/直接/跳過/反/黑箱/只/說/反/服貿/的/人/其實/就是/反中/反中/的/人/裡面/應該/只有/極/少數/想/完全/切斷/跟/中國/往來/回到/當年/戒嚴/時期/老死不相往來/的/狀態/以上/都/是/反中/但/生意/照/做/的/人/連/邱顯智/都/是/這/種/人/了/毒藥/的/糖衣/都/要/吃/了/表示/即便/反中/的/人/絕大多數/都/不/反對/繼續/跟/中國/做生意/所以/並/不/想/停到/目前/為止/我/深表/贊同/不/想/統一/也/能/做生意/那麼/問題/來/了/當年/國民黨/用/黑箱/談/了/一/個/很/爛/的/服貿/所以/當年/大家/很/憤怒/可是/如果/今天/民進黨/談/了/一/個/對/台灣/很/好/的/服貿/可以/繼續/做生意/嗎/我/想/是/可以/的/這裡/可能/要/先/搞清楚/前提/以/目前/的/情勢/應該/是/不可能/達到/這/種/成果/不管/哪/個/黨/應該/都/達/不/到/你/說/的/目標/要/達到/這/種/成果/不/是/協商/那/是/不/平等/條約/所以/反對/的/應該/是/內容/很/爛/的/服貿/可是/現在/新版/的/服貿/根本/還/沒/談/何/來/內容/沒有/內容/又/如何/能/反對/呢/你/說/的/沒/錯/所以/大家/都/很/好奇/柯文哲/想/談/哪些/內容/想/犧牲/什麼/來/換取/什麼/又/能/為/台灣/帶來/什麼/好處/和/壞處/所以/當年/是/反/黑箱/下/的/服貿/並/不/是/反對/跟/中國/繼續/做生意/的/服貿/吧/這/點/沒辦法/完全/贊同/你/當年/的確/存在/只/反/黑箱/不/反/服貿/的/人/但/黑箱/只/是/學運/的/引爆點/反對/服貿/這/件/事/在/黑箱/之前/就/存在/現在/口/稱/反/服貿/的/人/你們/有/支持/直接/斷掉/跟/中國/經貿/往來/嗎/如果/沒有/反對/斷絕/貿易/往來/那/對於/一/個/完全/沒/進行/談判/的/經貿/協議/到底/反對/什麼/呢/就/是/反對/開始/談/服貿/這/件/事/還是/說/只要/做生意/但/不要/貿易/談判/你/說/的/對/底下/的/早/收/清單/要/爽用/但/可能/有/危險/的/服貿/不/想/往/下/談/希望/我/的/回答/能/讓/你/感覺到/柯文哲/荒謬/的/地方/如果/柯文哲/能/提出/他/對/服貿/的/實質/內容/那/大家/才/有/辦法/開始/針對/細項/討論,[0.06976359 0.93023646]
負面,非常負面,欸/都/最近/郭董/的/發言/都/透露/著/他/有/想要/選/總統/的/心思/也/有/一些/人/想要/他/參選/不管/是/陰謀論/或是/真心/的/要/他/參選/不過/我/看/館長/是/不/是/候選人/小/圈圈/沒有/放到/郭董/這樣/不/知道/郭董/會不會/很/難過/如果/邀請/他/不/知道/郭董/會不會/去,[0.01634563 0.9836543 ]
正面,稍微正面,印象柯/一/開始/出來/的/時候/柯粉/代表/不/搞/藍綠/對立/理性/科學/怎麼/現在/變成/鬥爭/專家/柯包牌/罵/綠柯/草包/罵/綠柯/說謊/罵/綠柯/談/兩岸/議題/罵/綠/問/他/那/選/阿北/會不會/日子/比較/好/罵綠/問/他/阿北/有沒有/照顧/年輕人/罵/綠柯粉/是/什麼/時間點/從/科學/變成/柯學,[0.77553123 0.22446875]
正面,非常正面,之/銘言/就/是/一/堆/會/寄生/台灣/的/阿米巴幹/甚麼/辦公室/一點/用/都/沒有/幹/你/看/那/個/少子化/辦公室/自從/辦出來/之後/台灣/生育率/越來越/低幹/根本/就是/酬庸/騙/經費/吧幹/國家隊/系列/也/是/阿米巴/疫苗/口罩/還/有/啥/阿米巴黨/寄生/啃食/台灣/台灣人/要/覺醒/別/污辱/阿米巴/原蟲/好/嗎/跟/民進黨/這/群/垃圾/政客/相提並論/簡直/是/污辱/阿米巴/原蟲/阿米巴/原蟲/也/只是/寄生/一下/宿主/而已/民進黨/不但/寄生/還要/吸乾/台灣/而且/不只/吸乾/一/整個/世代/的/台灣人/而是/吸乾/未來/幾十/年/的/台灣/垃圾/王八蛋,[0.9888343  0.01116565]
正面,稍微正面,靠/杯/怎麼/到/現在/還/有/人/搞/不/清楚/大/遊行/訴求/真的/超誇張大/遊行/的/訴求/很/簡單/就/是/上/街頭/你/認同/上/街頭/就/帶/著/你/的/親朋好友/上/街頭/不/認同/就/在/家/裡/睡覺/訴求/就/這麼/簡單/就是/上/街頭/上/凱道/現在/講完/還/有/人/搞/不/清楚/嗎,[0.8464867  0.15351328]
負面,稍微負面,國民黨/不可能/再/走換/人/戲碼/同/一/套/的/慘案/絕對/不可能/第二/次/加上/陣前/換/將/是/兵家/大忌/換人/絕對/無解/以/民調/來/看/郭台銘/出來/侯友宜/只/少掉/代表/老早/深藍/郭粉韓/粉/拒/投侯/友誼/了/而/柯文哲/直接/爆掉/這/就/是/寄生/柯粉/就/是/阿明/的/票數/其他/都/是/深綠/郭粉拱/的/現在/柯坐二/望/一/開始/有/機會/就/會/有/慾望/開始/想/求/人/只/差/賴繩/百分點/就/可以/坐上/龍椅/要不要/合作/阿明/一/出來/柯/直接/沒/戲/非/綠/大家/一起/死柯/什麼/都/沒有/跟/阿明/合作/搶/不/分區/搶/區域/彈藥/糧草/要/多少/有/多少/說不定/暗地/應/許/個/兼任/行政院長/即使/沒有/也/有/掛/副總統/再/說/下/一/屆/直接/給/你/交接/是/不/是/有夠/吸引人/柯批/啊/柯批/人生/十字路口/你/如何/抉擇/阿明/出來/是/針對/柯批/的,[0.33259526 0.6674047 ]
中立,中立,胖胖/哈士奇/之/銘言/引述/龍霸/之/銘言/其實/我/比較/關心/的/是/到底/當年/太陽花/學運/的/支持/者/當年/是/反/服貿/的/多/還是/反/黑箱/的/多/很/簡單/的/邏輯/帶頭/反/服貿/的/衝組/意外/成功/佔領/立法院/之後/自己/內部/開會/決定/後/對/外/宣布/是/定調/反/黑箱/退回/重審/這/就/說明/了/連/當時/的/他們/都/認為/支持/反/黑箱/的/人/比較/多所以/才/用/這/個/口號/希望/更/能/引起/社會/共鳴/九/年/後/出來/推翻/自己/然後/去/怪/一/個/從頭到尾/都/沒/變/的/人/背離/了/年輕人/這/真的/很/屌/先/說/我/當年/是/反/太陽花/的/連/我/當年/都/知道/反/黑箱/只/是/幌子/實際/上/就/是/反/服貿/反中/當年/太陽花/還/沒/出來/的/時候/就/一/堆/產業/出來/對/服貿/提出/很多/疑慮/尤其/是/出版業/但/社會/大眾/根本/不/知道/服貿/是/三/小/也/不/太/在意/所以/才/可以/半/分鐘/通過/要不是/太陽花/大概/的/人/都/不/知道/有/服貿/這/個/東西/糊裡糊塗/就/通過/了/現在/回頭/想想/好險/有/太陽花/要不然/台灣/經濟/大概/會/跟/中國/一起/下去/?/太陽花/只是/單純/在/反/黑箱/要/馬/就/是/根本/當初/沒/參與/過/要/馬/就/是/在/騙/自己,[0.40355685 0.5964432 ]
正面,非常正面,就/是/一/堆/會/寄生/台灣/的/阿米巴幹/甚麼/辦公室/一點/用/都/沒有/幹/你/看/那/個/少子化/辦公室/自從/辦出來/之後/台灣/生育率/越來越/低幹/根本/就是/酬庸/騙/經費/吧幹/國家隊/系列/也/是/阿米巴/疫苗/口罩/還/有/啥/阿米巴黨/寄生/啃食/台灣/台灣人/要/覺醒/每/日/發文數/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度/發文/內/文/請/滿/字,[0.9909582 0.0090418]
中立,中立,魔獸/之/銘言/只/能/說/藍白/真的/不/是/普通/的/爛/一/個/只/想/著/跟/郭台銘/整合/一/個/整/天/只/會/內鬥/我/就/問/藍白/是/要/怎麼/贏/民進黨/啊/藍白/不/是/看/民進黨/就/猶如/殺/父/之/仇/般/恨不得/要/把/民進黨/趕下台/結果/藍白/就/是/那/副/死樣子/我/看/不僅/爽/到/民進黨/又/要/重演/的/悲劇/囉/侯友宜/是/綠/的/啊/是/英粉/政策/又/幾乎/和/相同/目前/檯面/上/只/有/一/個/非/綠選項/就/是/柯文哲/等/郭台銘/出來/後/非/綠選項/就/變/兩/個/不過/多數/綠色/選民/比較/死忠/不會/投給/掛/其他/黨籍/的/小綠/至於/自己/提名/了/一/個/藍/皮/綠骨/的/英粉/那/就/不要/抱怨/別人/投/不/下去/了,[0.5444873  0.45551267]
正面,稍微正面,今天/好多/篇/討論/遊行/訴求/發現/很/難/聚焦/在/一/個/點/上/回顧/過去/人數/眾多/的/大/遊行/通常/都/能/有/簡單/明瞭/的/訴求/重點/阿扁/下台/退回/服貿/反/年/改反/核四/反/同婚/挺/同婚/但/現在/民進黨/執政/下/可以/打/的/點罄竹難書/但/似乎/很/難/找到/幾/個/字/就/很/清楚/簡單/明瞭/的/訴求/重點/怎麼/會/這樣,[0.76130193 0.238698  ]
負面,稍微負面,月底/美麗島/民調/柯文哲/支持度/跟/民眾黨/好感度/雙雙/上升/說服/貿/沒/票/的/都/是/什麼/人/阿/感覺/好像/活/在/平行/時空/一樣/柯文哲/現在/只/怕/郭出來,[0.14236252 0.85763747]
負面,稍微負面,之/銘言/跟/阿明/合作/搶/不/分區/搶/區域/彈藥/糧草/要/多少/有/多少/說不定/暗地/應/許/個/兼任/行政院長/即使/沒有/也/有/掛/副總統/再/說/下/一/屆/直接/給/你/交接/是/不/是/有夠/吸引人/柯批/啊/柯批/人生/十字路口/你/如何/抉擇/阿明/出來/是/針對/柯批/的/別/鬧惹/阿明/會/智障到/等/八/年/那/個/歲數/八/年/撐/不/撐/的/過去/都/不/知道/就算/撐/過去/後面/還/剩/多少/時間/阿明/會/跟/你/賭/這/個/我/是/阿明/就/是/逼/老/或/要/嘛/東西/交出來/要/嘛/就/大家/一起/下去/還/跟/你/客氣/咧,[0.12164128 0.8783587 ]
負面,稍微負面,郭董/今天/提出/完整/的/高教/政策/了/完全/是/對著/賴神/而/來/之前/的/能源/政策/也/非常/清楚/的/說明/了/他/未來/能源/發電/的/配比/好奇/問/一下/猴子/好像/沒有/發/什麼/政見/啊/國民黨/不/是/有/智庫/嗎/格局/完全/被/一/個/民間/企業家/比/下去/了,[0.19330534 0.8066947 ]
正面,稍微正面,我/覺得/當年/一/個/太陽花/現在/各自/表述/這樣/沒有/辦法/有/一/個/討論/的/依據/為了/挖出/真相/是/什麼/必需/先/問/反/服貿/代表/什麼/目前/直接/跳過/反/黑箱/只/說/反/服貿/的/人/其實/就是/反中/反中/的/人/裡面/應該/只有/極/少數/想/完全/切斷/跟/中國/往來/回到/當年/戒嚴/時期/老死不相往來/的/狀態/以上/都/是/反中/但/生意/照/做/的/人/連/邱顯智/都/是/這/種/人/了/毒藥/的/糖衣/都/要/吃/了/表示/即便/反中/的/人/絕大多數/都/不/反對/繼續/跟/中國/做生意/所以/並/不/想/停/那麼/問題/來/了/當年/國民黨/用/黑箱/談/了/一/個/很/爛/的/服貿/所以/當年/大家/很/憤怒/可是/如果/今天/民進黨/談/了/一/個/對/台灣/很/好/的/服貿/可以/繼續/做生意/嗎/我/想/是/可以/的/所以/反對/的/應該/是/內容/很/爛/的/服貿/可是/現在/新版/的/服貿/根本/還/沒/談/何/來/內容/沒有/內容/又/如何/能/反對/呢/所以/當年/是/反/黑箱/下/的/服貿/並/不/是/反對/跟/中國/繼續/做生意/的/服貿/吧/現在/口稱/反/服貿/的/人/你們/有/支持/直接/斷掉/跟/中國/經貿/往來/嗎/如果/沒有/反對/斷絕/貿易/往來/那/對於/一/個/完全/沒/進行/談判/的/經貿/協議/到底/反對/什麼/呢/還是/說/只要/做生意/但/不要/貿易/談判,[0.76768196 0.2323181 ]
負面,非常負面,貓板/蜜獾/之/銘言/相比/五星/抄襲/市長/小智/這/隻/真的/是/學識/談吐/亮眼/多/了/國民黨/的/政二代/跑去/民眾黨/發展/還/真的/是/很/令/人/意外/百/年/的/醬缸/文化/已經/食古不化/等/時間/慢慢/腐化/啪/就/沒/了/不得不/說/至少/他/跟/學姊/同時/出現/的/時候/比起/或/那些/叔伯/姨嬸/畫面/就是/好看/很多/而且/思考/邏輯/跟/看/事情/的/角度/都/不/是/傳統/政治/人物/那樣/白/的/可以/考慮/看看/這/兩/個/以後/其實/可以/規劃/一下/開/個/網路/節目/比如說/訪問/一下/未來/被/提名/的/黨/內/候選人,[0.00130184 0.9986981 ]
負面,稍微負面,館長/舉辦/凱道/遊行/重點/沒有/免費/便當/然後/開/了/募資/平台/而/按照/過去/館/粉抖/內/的/歷史/有/大/概率/會/超過/目標/超過/的/話館長/會不會/發/個/免費/便當/衝/人氣,[0.14441262 0.85558736]
負面,非常負面,郭董/很/明顯/就是/為/換侯/準備/之前/承諾/要/支持/侯咖/也/明顯/贏不了/等/侯民/調降/到/換/柱/門檻/換/郭董/就算/選/不/贏/選票/也/會/好看/很多/民調/顯示/郭/就/是/能/拉/一/堆/柯票/國民黨/現在/擺明/了/不/是/要/下架/民進黨/而是/不能/輸/柯文哲,[0.09970418 0.9002958 ]
負面,非常負面,號召/上/凱道/黃國昌/館長/明親/邀/柯賴侯/新聞/網址/新聞/來源/完整/新聞/標題/號召/上/凱道/黃國昌/館長/明親/邀/柯賴侯/完整/新聞/內容/記者/呂晏慈/台北/報導/網紅/館長/陳之漢/前/立委/黃國昌/以/公平/正義/救/台灣/為/訴求/號召/民眾/月/日/上/凱道/遊行/根據/稍早/發布/的/公開/行程/兩/人/日/上午/將/陸續/前往/民眾黨/中央/黨部/國民黨/總統/參選人/侯友宜/辦公室/民進黨/中央/黨部/遞交/邀請函/邀請/藍綠白/總統/參選人/參加/上/凱道/活動/根據/活動/主辦/方/今天/下午/發布/的/公開/行程/資訊/陳之漢/及/黃國昌/兩/人/明天/將/再/上午/點/前往/位於/台北市/杭州南路/一段/的/民眾黨/中央/黨部/邀請/民眾黨/總統/參選人/柯文哲/點轉/赴/位於/新北市/板橋區/的/侯友宜/競選/辦公室/最後/在/台北市/北平東路/上/的/民進黨/中央/黨部/集結/邀請/民進黨/總統/參選人/賴清德/參與/該/活動/附註/心得/想法館長/不錯/三/個/總統/候選人/都/有/邀請/想當然/賴就/執政黨/一定/不會/出席/就/不用/看/了/值得/觀察/就/是/柯文哲/和/侯友宜/是否/真的/會/出席/柯/之前/有/當面/答應/一定/會/出席/至於/侯友宜/當天/會不會/出席/呢/這/件/事/全/世界/只有/三/個/人/知道/一/個/是/我/一/個/是/侯友宜/另/一/個/是/誰/很/抱歉/我/不能/說,[0.01072434 0.98927563]
負面,稍微負面,哥布林/為什麼/不/參加/居住/正義/遊行/七/年/前/蔡英文/選舉/支票/居住/正義/跳票/耶/房價/越來越/貴/薪水/追不/上/房價/以前/買不起/投給/蔡英文/現在/就/買/的/起/了/喔,[0.293616 0.706384]
中立,中立,馬英九/卸任/後/國民黨/聲勢/已經/很/弱/沒想到/朱立倫/還/能/搞出/換柱/結果/拿不到/萬/票/一/副/要/滅/黨/了/雖然/中間/靠/韓國瑜/拉抬/聲勢/拿/超過/萬/票/但/現在/藍白合/就/像/當初/北宋/想/跟/金/聯手/一樣/結果/自己/又/推/一/個/很/弱/的/落跑/市長/民眾黨/就/像/金/一樣/看/你/那麼/弱/當然/聯手完/就/把/你/吃掉/朱侯/現在/是/不/是/很/像/國民黨/的/末代/皇帝/啊,[0.53220725 0.46779272]
